# c:\mcphas5_3\bin\gauss.pl .2 .05 -3 3
-3 3.11192931373046e-273 
-2.95 2.80977856197607e-264 
-2.9 1.79390511330783e-255 
-2.85 8.09863531821282e-247 
-2.8 2.5852897279458e-238 
-2.75 5.83568176020866e-230 
-2.7 9.31448788433604e-222 
-2.65 1.05126296802901e-213 
-2.6 8.38974483300699e-206 
-2.55 4.73446751108296e-198 
-2.5 1.88920258518305e-190 
-2.45 5.33053652967763e-183 
-2.4 1.06352650733208e-175 
-2.35 1.50041264554619e-168 
-2.3 1.49678049441218e-161 
-2.25 1.05582153615357e-154 
-2.2 5.26632818507025e-148 
-2.15 1.85742088937141e-141 
-2.1 4.63231126013496e-135 
-2.05 8.16902346215088e-129 
-2 1.01865601879912e-122 
-1.95 8.98193628421001e-117 
-1.9 5.60012068686862e-111 
-1.85 2.46893584610812e-105 
-1.8 7.69674726520151e-100 
-1.75 1.69663979439315e-094 
-1.7 2.64458222316961e-089 
-1.65 2.91480497200447e-084 
-1.6 2.27167883201943e-079 
-1.55 1.25189920289785e-074 
-1.5 4.87839314526988e-070 
-1.45 1.34421653358372e-065 
-1.4 2.61906737699573e-061 
-1.35 3.6083537815531e-057 
-1.3 3.51525272819294e-053 
-1.25 2.42152523190141e-049 
-1.2 1.17952308630974e-045 
-1.15 4.06264518650624e-042 
-1.1 9.89455679800308e-039 
-1.05 1.70399689563448e-035 
-1 2.07503895780466e-032 
-0.950000000000003 1.78677024883689e-029 
-0.900000000000003 1.08791802510954e-026 
-0.850000000000003 4.68391100111116e-024 
-0.800000000000002 1.42595591387161e-021 
-0.750000000000002 3.06964791368832e-019 
-0.700000000000002 4.67257233857471e-017 
-0.650000000000002 5.02931114178717e-015 
-0.600000000000002 3.82777125976056e-013 
-0.550000000000002 2.0600058436761e-011 
-0.500000000000002 7.83927553998988e-010 
-0.450000000000002 2.10944598392439e-008 
-0.400000000000002 4.01370907647494e-007 
-0.350000000000002 5.4001817188466e-006 
-0.300000000000002 5.13754761788807e-005 
-0.250000000000002 0.000345611630006192 
-0.200000000000002 0.00164401523772423 
-0.150000000000002 0.00552978608009924 
-0.100000000000002 0.0131521219017943 
-0.0500000000000023 0.0221191443203977 
-2.28983498828939e-015 0.0263042438035894 
0.0499999999999977 0.0221191443203984 
0.0999999999999977 0.0131521219017951 
0.149999999999998 0.00552978608009978 
0.199999999999998 0.00164401523772444 
0.249999999999998 0.000345611630006247 
0.299999999999998 5.13754761788905e-005 
0.349999999999998 5.40018171884779e-006 
0.399999999999998 4.01370907647596e-007 
0.449999999999998 2.10944598392499e-008 
0.499999999999998 7.8392755399924e-010 
0.549999999999998 2.06000584367682e-011 
0.599999999999998 3.827771259762e-013 
0.649999999999998 5.02931114178923e-015 
0.699999999999998 4.67257233857677e-017 
0.749999999999998 3.06964791368978e-019 
0.799999999999998 1.42595591387234e-021 
0.849999999999998 4.68391100111366e-024 
0.899999999999998 1.08791802511015e-026 
0.949999999999998 1.78677024883795e-029 
0.999999999999998 2.07503895780596e-032 
1.05 1.70399689563564e-035 
1.1 9.89455679800997e-039 
1.15 4.06264518650924e-042 
1.2 1.17952308631064e-045 
1.25 2.42152523190337e-049 
1.3 3.51525272819594e-053 
1.35 3.60835378155627e-057 
1.4 2.61906737699811e-061 
1.45 1.34421653358498e-065 
1.5 4.87839314527445e-070 
1.55 1.25189920289906e-074 
1.6 2.27167883202188e-079 
1.65 2.91480497200762e-084 
1.7 2.64458222317254e-089 
1.75 1.69663979439507e-094 
1.8 7.69674726521069e-100 
1.85 2.46893584611106e-105 
1.9 5.60012068687545e-111 
1.95 8.98193628422121e-117 
2 1.01865601880045e-122 
2.05 8.16902346216107e-129 
2.1 4.63231126014075e-135 
2.15 1.85742088937373e-141 
2.2 5.26632818507714e-148 
2.25 1.05582153615507e-154 
2.3 1.49678049441422e-161 
2.35 1.50041264554832e-168 
2.4 1.06352650733358e-175 
2.45 5.3305365296852e-183 
2.5 1.88920258518584e-190 
2.55 4.7344675110905e-198 
2.6 8.38974483302037e-206 
2.65 1.05126296803068e-213 
2.7 9.31448788435188e-222 
2.75 5.83568176021863e-230 
2.8 2.58528972794992e-238 
2.85 8.09863531822665e-247 
2.9 1.79390511331109e-255 
2.95 2.80977856198086e-264 
3 3.11192931373648e-273 
