# c:\mcphas5_3\bin\gauss.pl .8 .05 -3 3
-3 7.67411978422275e-020 
-2.95 2.78455770271537e-019 
-2.9 9.88727657496891e-019 
-2.85 3.43550002648054e-018 
-2.8 1.16814308464393e-017 
-2.75 3.88682458478546e-017 
-2.7 1.26557140159601e-016 
-2.65 4.03247029083179e-016 
-2.6 1.25732778544701e-015 
-2.55 3.83635388871536e-015 
-2.5 1.14546447378469e-014 
-2.45 3.34685886470762e-014 
-2.4 9.5694281494028e-014 
-2.35 2.67748709176608e-013 
-2.3 7.3309726322219e-013 
-2.25 1.96421319102224e-012 
-2.2 5.15001460919087e-012 
-2.15 1.32135986489972e-011 
-2.1 3.31761949499971e-011 
-2.05 8.15126195163168e-011 
-2 1.95981888499766e-010 
-1.95 4.61105008098132e-010 
-1.9 1.06163823839991e-009 
-1.85 2.39191685339733e-009 
-1.8 5.27361495981143e-009 
-1.75 1.13779381622202e-008 
-1.7 2.40221311212646e-008 
-1.65 4.9630918190753e-008 
-1.6 1.00342726911881e-007 
-1.55 1.98523672763013e-007 
-1.5 3.84354097940237e-007 
-1.45 7.28188042382097e-007 
-1.4 1.35004542971175e-006 
-1.35 2.44932285787892e-006 
-1.3 4.3484702244861e-006 
-1.25 7.55474445267998e-006 
-1.2 1.2843869044721e-005 
-1.15 2.13680441304859e-005 
-1.1 3.47877617958891e-005 
-1.05 5.54218496678852e-005 
-1 8.64029075015529e-005 
-0.950000000000003 0.000131816115903321 
-0.900000000000003 0.000196789298145405 
-0.850000000000003 0.000287492987364943 
-0.800000000000002 0.000411003809431077 
-0.750000000000002 0.000574985974729886 
-0.700000000000002 0.000787157192581626 
-0.650000000000002 0.00105452892722657 
-0.600000000000002 0.00138244652002486 
-0.550000000000002 0.00177349918937234 
-0.500000000000002 0.00222641675493694 
-0.450000000000002 0.00273510964870224 
-0.400000000000002 0.00328803047544864 
-0.350000000000002 0.00386802915977223 
-0.300000000000002 0.00445283350987389 
-0.250000000000002 0.00501621321293615 
-0.200000000000002 0.00552978608009948 
-0.150000000000002 0.00596531644319436 
-0.100000000000002 0.00629725754065307 
-0.0500000000000023 0.00650522370909863 
-2.28983498828939e-015 0.00657606095089737 
0.0499999999999977 0.00650522370909869 
0.0999999999999977 0.00629725754065307 
0.149999999999998 0.00596531644319436 
0.199999999999998 0.00552978608009953 
0.249999999999998 0.0050162132129362 
0.299999999999998 0.00445283350987394 
0.349999999999998 0.00386802915977229 
0.399999999999998 0.0032880304754487 
0.449999999999998 0.0027351096487023 
0.499999999999998 0.00222641675493698 
0.549999999999998 0.00177349918937238 
0.599999999999998 0.00138244652002489 
0.649999999999998 0.0010545289272266 
0.699999999999998 0.000787157192581642 
0.749999999999998 0.000574985974729902 
0.799999999999998 0.00041100380943109 
0.849999999999998 0.000287492987364952 
0.899999999999998 0.000196789298145412 
0.949999999999998 0.000131816115903326 
0.999999999999998 8.64029075015562e-005 
1.05 5.54218496678875e-005 
1.1 3.47877617958906e-005 
1.15 2.13680441304869e-005 
1.2 1.28438690447216e-005 
1.25 7.55474445268038e-006 
1.3 4.34847022448633e-006 
1.35 2.44932285787905e-006 
1.4 1.35004542971183e-006 
1.45 7.28188042382142e-007 
1.5 3.84354097940259e-007 
1.55 1.98523672763025e-007 
1.6 1.00342726911888e-007 
1.65 4.96309181907564e-008 
1.7 2.40221311212663e-008 
1.75 1.1377938162221e-008 
1.8 5.27361495981182e-009 
1.85 2.39191685339751e-009 
1.9 1.06163823839998e-009 
1.95 4.61105008098167e-010 
2 1.95981888499781e-010 
2.05 8.1512619516323e-011 
2.1 3.31761949499997e-011 
2.15 1.32135986489983e-011 
2.2 5.15001460919129e-012 
2.25 1.96421319102241e-012 
2.3 7.33097263222251e-013 
2.35 2.67748709176632e-013 
2.4 9.56942814940364e-014 
2.45 3.34685886470792e-014 
2.5 1.14546447378479e-014 
2.55 3.83635388871574e-015 
2.6 1.25732778544714e-015 
2.65 4.03247029083219e-016 
2.7 1.26557140159614e-016 
2.75 3.88682458478588e-017 
2.8 1.16814308464405e-017 
2.85 3.4355000264809e-018 
2.9 9.88727657497003e-019 
2.95 2.78455770271566e-019 
3 7.6741197842237e-020 
